step,start_x,start_y,end_x,end_y,distance,angle
0,2.0,19.0,6.900572366776032,13.509647937500176,7.359318942144369,138.24857231591963
1,6.900572366776032,13.509647937500176,7.0176184782289965,12.631257636662085,0.8861542263131701,172.41000922902893
2,7.0176184782289965,12.631257636662085,4.879717171282891,9.908415819748953,3.4618621518155037,218.13803864236917
3,4.879717171282891,9.908415819748953,1.0,12.0,4.407599087056781,298.3294348539026
